x_coord,y_coord,color,label
-24.829044,13.148294,teal,8
-24.914003,17.325909,teal,8
-7.3035183,-3.6542432,teal,8
-15.569486,-15.253754,teal,8
-21.684359,13.220481,teal,8
19.478558,3.0054142,teal,8
-9.460674,-0.5661613,teal,8
-27.799398,16.666811,teal,8
-4.2379847,-1.6352675,teal,8
-27.030006,18.211666,teal,8
-5.9166656,-2.0011463,teal,8
8.667781,2.322219,teal,8
-27.8322,17.306608,teal,8
-7.1561036,-0.9377496,teal,8
-6.4456973,1.1773865,teal,8
-9.763342,-1.1800058,teal,8
-4.157927,-9.157357,teal,8
3.663257,-9.674721,teal,8
1.1834565,-8.163957,teal,8
-24.93126,12.172391,teal,8
-20.423061,6.042288,teal,8
-29.272484,13.522402,teal,8
-25.014282,11.55143,teal,8
8.032321,7.612056,teal,8
-26.679867,13.403855,teal,8
-10.246663,3.8087788,teal,8
-18.974415,11.522005,teal,8
-29.1951,15.440566,teal,8
-25.771957,12.913827,teal,8
-26.331291,11.410519,teal,8
8.240686,15.800954,teal,8
-28.238604,12.897971,teal,8
-4.362363,-1.5637927,teal,8
-27.615843,14.624478,teal,8
7.5527873,24.138363,teal,8
-23.591461,12.483749,teal,8
-23.611656,11.3269005,teal,8
-10.048003,30.200075,teal,8
-28.192928,15.966961,teal,8
3.2859368,-9.451626,teal,8
0.97701085,-8.235086,teal,8
-10.45905,29.572783,teal,8
7.777187,24.25012,teal,8
-3.945621,-9.117421,teal,8
-23.94363,17.066538,teal,8
0.28853056,-9.1209135,teal,8
-26.113682,-6.508694,teal,8
-22.348484,16.757515,teal,8
8.624386,15.002367,teal,8
-9.758557,-2.112282,teal,8
-22.488678,2.936442,teal,8
-6.256236,-2.6036732,teal,8
-20.068195,9.102694,teal,8
-21.193098,4.0356293,teal,8
23.157953,12.725216,yellow,9
15.3901615,16.066278,yellow,9
16.588886,17.288975,yellow,9
14.588629,20.163612,yellow,9
15.224216,13.588276,yellow,9
22.103577,14.258043,yellow,9
-4.0960283,-6.2119007,yellow,9
46.407825,9.7120495,yellow,9
19.499454,18.323524,yellow,9
-16.0611,-17.248587,yellow,9
20.898249,20.423574,yellow,9
32.77804,10.036136,yellow,9
28.91409,9.227658,yellow,9
19.47561,12.991422,yellow,9
15.887669,15.142495,yellow,9
47.638382,10.255906,yellow,9
27.242842,6.0684533,yellow,9
20.569391,19.215086,yellow,9
28.825377,8.350755,yellow,9
47.775608,10.498977,yellow,9
26.488245,2.6445162,yellow,9
21.690392,15.391286,yellow,9
15.69291,18.560549,yellow,9
27.835302,3.8171315,yellow,9
20.5988,10.804738,yellow,9
19.836266,10.779511,yellow,9
34.808594,13.131081,yellow,9
20.487495,9.640592,yellow,9
20.795906,13.8282995,yellow,9
35.03707,11.2537,yellow,9
19.740156,10.24618,yellow,9
27.761686,1.5300696,yellow,9
20.463316,11.518671,yellow,9
17.932362,18.079306,yellow,9
35.956486,8.246032,yellow,9
32.52004,6.580358,yellow,9
30.56947,6.542526,yellow,9
13.913731,7.7211466,yellow,9
28.046804,7.0386853,yellow,9
24.80387,8.7926,yellow,9
22.373205,9.919603,yellow,9
29.34833,5.396059,yellow,9
21.204512,16.740444,yellow,9
18.98659,17.383297,yellow,9
18.345581,18.30265,yellow,9
18.756727,16.366354,yellow,9
17.801178,17.20155,yellow,9
4.7737937,36.378166,yellow,9
28.364246,4.609007,yellow,9
36.313026,9.439224,yellow,9
19.078796,11.664328,yellow,9
31.145021,8.282671,yellow,9
15.738827,19.390116,yellow,9
23.91467,9.034653,yellow,9
12.170513,24.745068,yellow,9
12.4040165,25.356071,yellow,9
29.149803,6.5418644,yellow,9
15.093978,22.092852,yellow,9
11.381035,24.796114,yellow,9
29.396656,7.168569,yellow,9
26.865717,6.325083,yellow,9
28.418663,8.426497,yellow,9
12.1087,23.96551,yellow,9
17.054304,21.023428,yellow,9
14.095471,22.560467,yellow,9
20.012224,7.711627,yellow,9
13.574717,25.163382,yellow,9
17.621925,20.295874,yellow,9
35.138313,25.919037,yellow,9
13.343026,25.508104,yellow,9
10.996716,23.94214,yellow,9
23.886866,16.722794,yellow,9
19.314676,32.44856,yellow,9
20.380104,16.341534,yellow,9
22.72437,17.257952,yellow,9
23.86786,17.014174,yellow,9
23.449919,3.2554295,yellow,9
21.388872,18.40105,yellow,9
24.91535,17.440937,yellow,9
36.70047,11.764966,yellow,9
22.948896,22.069595,yellow,9
29.313383,13.898855,yellow,9
1.0316656,-34.4886,yellow,9
23.316593,17.896364,yellow,9
26.30419,8.568654,yellow,9
26.901175,7.9708157,yellow,9
29.603662,8.4278,yellow,9
15.070396,13.043911,yellow,9
37.54833,-5.966629,yellow,9
18.847713,19.210844,yellow,9
14.436315,12.16943,yellow,9
23.113968,21.645245,yellow,9
20.202719,7.3319736,yellow,9
-29.754974,-32.744507,yellow,9
23.636648,21.073181,yellow,9
23.723375,18.825916,yellow,9
33.111443,9.879126,yellow,9
32.551632,7.2862186,yellow,9
4.32631,36.04964,yellow,9
21.453505,8.540301,yellow,9
